credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score
1,2628.774236,3881.645167,40945.2306,5,654
0,3895.781845,4388.787499,73861.99562,4,644
1,3197.925237,5206.275747,65892.21977,6,607
5,3934.367648,24910.33003,91819.94328,3,610
2,2754.493437,6128.039118,50600.02776,5,616
3,5328.582196,20056.74958,91016.20181,1,455
3,2864.970869,14125.79723,70581.41346,5,703
1,2338.158106,3296.035083,35163.45709,7,688
2,5328.258837,11239.17778,85886.90284,4,615
0,4982.482567,7998.096042,84989.03575,3,648
0,1842.146583,1761.747368,34079.15972,1,636
0,5757.818463,5250.568412,69556.17269,5,583
1,4749.074386,9021.942279,86766.34447,6,712
0,5828.640562,1018.086163,101808.6163,2,625
0,3713.250119,4577.974654,65196.15389,4,612
1,5050.294751,8271.918182,77954.06858,6,744
0,4498.88654,3983.73249,65151.75354,3,657
0,2934.128642,4046.232363,55062.32568,5,560
2,4926.94761,10650.81867,70220.47328,5,748
1,2060.105481,3162.686149,36255.96166,5,585
1,2805.231353,4100.385279,50236.74811,6,615
1,2986.946306,4442.391951,49611.8005,5,634
1,4572.225417,10177.96522,90968.53399,5,639
3,4432.660199,16413.77581,80854.89537,2,699
0,2081.829809,2250.426095,32179.18445,4,637
5,2625.417782,12139.7497,42782.70921,2,518
0,3303.477739,673.0422793,61681.61418,6,618
3,3893.808846,12107.64912,65058.42847,6,529
0,3895.483296,7012.244898,80860.68421,2,564
3,4752.77734,23016.58935,105622.9854,5,613
0,4778.307118,8234.614792,93835.4973,4,694
2,3538.63323,7398.990414,55919.1973,4,587
4,3390.313449,13367.797,56581.83583,6,778
0,4069.237326,3325.454985,56082.4533,5,645
3,4908.512628,16980.04837,85646.02982,4,700
1,3070.870575,5748.276577,52928.11426,6,670
0,5677.574057,6737.942437,91456.14032,4,603
1,4418.114692,5730.469031,59455.56433,6,636
5,4682.561454,19147.25447,63515.42065,3,551
0,3712.558048,3798.44938,50299.86422,3,626
0,4369.409396,3976.090168,62575.20882,2,673
2,3088.223727,4813.090925,38192.67591,5,596
0,4545.342262,6554.99744,81556.14511,5,547
2,2924.830089,8032.042726,66452.67857,8,698
5,5835.799289,25241.70174,92203.17639,3,550
1,5777.953948,9014.090743,79543.76095,5,712
1,2044.082793,2722.489048,29622.6212,6,611
0,2813.765708,3306.877805,36775.16942,2,678
0,3593.848813,648.4536847,64845.36847,5,653
0,3547.897226,3780.929312,46831.10664,3,599
0,4524.225407,5242.579605,84456.33579,7,673
3,3266.947253,10535.284,58176.79345,5,672
1,4039.261018,8923.309898,75535.88899,6,662
3,3384.461276,8466.4857,51868.06229,5,564
0,5222.693714,4303.722489,117052.563,6,706
0,5648.893108,7053.580925,100574.064,6,593
0,5863.002268,7834.44993,81255.18357,4,664
0,5182.562481,7641.154344,85287.78107,6,724
2,5194.982427,8474.763456,63814.34365,3,548
5,4254.52263,20165.42121,77244.38619,3,482
2,4482.317371,12985.38142,88062.29388,7,628
0,5109.740554,8067.701347,86555.74749,3,632
4,4738.030893,15150.83596,62080.22612,3,602
0,3269.579358,4039.230659,49179.04317,2,659
0,6913.416682,7515.151381,95763.78517,3,588
0,5541.644989,877.5243199,87752.43199,4,629
1,2630.256556,4563.088122,53890.9976,6,683
0,4795.717975,7512.313541,73335.88904,2,676
0,3363.009259,2027.83085,65866.71246,4,602
5,3488.858869,14194.63668,53827.20594,5,620
0,4656.84543,4277.962779,60607.89606,2,616
5,6504.355868,27598.31509,91166.20653,3,583
0,3854.077916,4180.182479,54299.79573,6,654
0,4109.64435,5683.354341,60152.98373,3,749
1,1199.840506,2362.152297,20173.43231,6,678
5,6813.173542,21534.50761,71802.4046,4,653
0,4069.518282,7889.237207,76900.12046,3,587
0,3092.817371,1304.866931,53975.15624,7,654
0,5659.553263,6187.440519,77218.20113,3,590
2,5606.289442,13883.83269,91723.1968,7,657
5,5104.552706,32844.22681,103674.0887,4,559
1,3108.387062,3777.293035,44438.90326,5,646
4,3458.749444,14073.71459,59935.28961,7,654
3,7590.49561,19971.1301,104994.4618,6,644
0,2940.651198,1378.601677,56505.22936,5,659
0,3765.302218,4104.705296,61213.55762,3,598
1,4528.393585,8666.414234,54265.49454,0,571
5,3867.114301,20739.98373,74954.15945,4,544
5,5673.6615,26857.78467,96534.11663,4,480
5,5761.369522,21578.27967,75066.29165,3,614
0,3443.76977,6098.894024,69494.19626,3,723
0,2553.102562,4415.425063,53559.06875,5,633
5,3479.502788,14931.80856,56988.92226,4,520
0,4339.07298,5610.975804,97525.43824,4,611
1,4105.873886,10585.55422,81363.86609,5,644
1,3709.585556,4948.931633,55269.9342,5,652
2,6466.644513,18278.58644,106855.4418,2,533
5,3304.490766,15711.70955,54128.74807,4,581
5,3334.600825,17709.0866,69036.72556,5,602
0,4547.644776,5625.835517,73631.23404,3,581
0,4373.320821,7531.682755,68843.91116,3,584
0,2139.829917,2946.213072,40175.18101,4,599
1,3464.252515,5888.828675,65596.30545,6,822
0,4006.531574,784.431588,78443.1588,6,594
5,4309.035596,27756.32333,83847.86273,5,527
0,5581.541308,9131.480155,86073.36827,3,669
0,3722.520865,5527.128707,85381.80269,4,602
1,3379.990953,4498.1144,55641.25311,6,673
0,1745.385545,953.1473099,33746.45935,4,685
0,4839.068242,4959.499543,96052.80964,4,533
0,4483.00293,5732.882387,82330.31706,4,635
1,4703.668934,9268.683378,93896.77631,5,700
0,2790.267234,3392.180867,43239.27244,4,529
0,3379.783808,3535.835357,60637.64455,5,619
0,3374.838911,2390.499886,52842.82862,5,675
0,1690.681832,2154.970372,34567.37682,4,686
0,4006.013661,6226.523029,82980.00953,4,602
4,4852.106397,16552.88405,69088.24481,2,585
1,6639.450066,11799.00625,90034.11181,6,683
5,3897.859578,17611.07726,63661.00433,3,522
1,4829.5021,7628.072197,69829.24487,5,626
0,4218.360427,2016.241753,58664.30727,3,642
2,4724.796201,14109.89347,88653.23475,5,747
5,5540.956939,23528.90746,79012.5681,5,646
1,4593.44363,6628.150071,66240.27038,4,721
2,5082.984103,12110.71156,78335.11054,5,638
0,4779.090872,3302.932119,65138.57845,4,688
1,3424.058542,8005.651745,50818.67011,1,533
0,3261.861073,6611.695594,86829.6356,5,757
0,5973.934718,3684.30366,81661.52037,8,692
0,3106.625598,634.2567379,63425.67379,6,615
0,2889.902928,2244.791367,66294.09178,3,587
5,3997.456304,23694.19012,82346.49797,5,653
4,8355.754168,25792.80715,123845.7597,7,663
1,4271.254591,9392.073484,84613.57034,6,569
1,3792.917492,8012.516091,81878.68294,5,633
0,3876.924873,3533.706075,86002.68217,7,673
0,4234.956874,5537.430417,67008.76128,3,716
4,5551.406926,21978.62562,82247.73094,0,584
0,3030.09735,2141.206987,65828.0874,5,653
1,3712.262138,7107.310509,68893.78224,6,641
5,5126.817226,24902.67379,81332.40123,2,572
5,4635.570582,22970.25293,73307.91282,4,648
0,4021.312027,2750.879624,89424.25692,5,630
1,6697.997787,12543.05865,113231.0233,5,705
1,80.68993491,78.61397091,1053.763493,6,587
1,2463.160921,3952.423161,46374.65346,7,569
1,4459.339828,4413.17318,66273.16119,7,660
2,4093.270866,8324.289349,71653.57726,7,711
1,3694.426234,7056.600985,62996.50234,5,675
1,2752.117415,4798.919493,50608.82719,5,603
5,1886.152094,12361.55367,43446.89077,3,588
0,3763.844532,4010.614461,66600.11237,6,605
0,2529.011622,3254.210487,50266.1427,3,676
0,2399.279863,1648.860274,60196.62842,7,574
1,2640.865338,5928.048759,46331.28142,6,617
2,920.4571448,3053.526926,24953.45754,6,607
0,3969.235898,1164.306077,64279.06579,6,581
1,3075.242152,5936.203365,55809.98646,5,625
0,5037.409274,4625.445018,82343.29585,4,639
5,4434.597906,20010.83143,75091.59871,3,579
1,5075.763089,8915.644155,80739.18297,5,749
0,3391.548281,2528.328489,56654.92965,5,668
0,4452.25729,3694.561704,54260.74478,5,685
0,4444.967999,2460.232605,80873.28236,7,587
1,5001.034237,10834.82906,107079.2335,7,650
0,5872.191579,2781.717661,77755.81099,1,653
0,3854.431194,5235.235219,57172.19861,4,611
4,3261.223294,8906.656696,41520.77317,2,586
5,4715.801532,23762.7412,84422.62017,4,563
0,4417.086171,771.5962788,77159.62788,5,551
0,3058.804436,3307.181549,55391.41321,5,582
0,3687.060517,3524.643874,50960.14659,3,620
0,2964.078327,4198.946502,51123.96078,4,638
0,6125.106522,5661.876677,80160.27901,1,739
4,4604.794675,16449.75124,70002.74967,6,692
0,5330.724478,6917.20122,84901.87567,3,659
0,6416.494774,2791.547162,111014.6034,6,713
1,2832.16845,3530.577813,45965.2357,6,706
2,1053.611278,2287.918024,20066.69156,7,749
1,3804.550124,6846.939083,73466.63199,5,654
1,3957.181064,8189.330008,70900.34087,4,518
1,3542.243716,7175.148875,62146.36739,5,643
0,2699.937121,4379.403299,52491.09872,4,679
0,1194.902632,2713.018386,21493.07218,4,670
5,3380.406841,17820.22804,65263.28592,5,653
0,2452.253253,2668.514777,40662.80397,5,493
0,3156.006605,3294.549419,45130.29107,4,720
5,3086.403703,10274.59786,39168.33333,5,648
1,1866.959885,4665.242815,56318.25122,6,610
0,3105.551322,3986.123954,50690.48215,5,601
0,5276.307259,4957.539013,88395.30888,4,602
1,2120.647257,5050.413246,49610.45822,4,529
5,3419.532912,22672.04318,83421.44294,3,497
0,6724.54209,3738.62143,87012.98514,2,760
0,2993.556103,2937.980478,54870.61566,4,577
1,3700.632216,6460.605811,58479.43656,6,722
3,6009.944922,13580.70174,85803.91068,5,597
1,4955.93314,5559.627352,74547.09614,6,750
0,5280.962699,5608.88348,86647.39112,5,625
0,2313.814802,3268.157996,43865.07352,5,494
1,7080.707826,10381.73746,122326.0021,6,625
5,6199.823111,30698.91634,101212.8282,3,638
2,3343.921103,11281.39881,66241.20116,5,644
1,4388.586032,8632.340424,86045.10138,4,723
5,5190.292459,19492.01216,76744.77789,4,571
0,6362.758558,2078.275615,89322.5378,4,673
1,2351.532966,4610.463403,50884.70095,7,728
2,4904.780173,14739.09605,83786.29544,3,611
1,4410.02249,8753.394822,81615.07161,6,651
1,9189.791975,11774.36326,119346.0069,5,720
1,3185.670374,8672.390088,69900.60211,4,624
0,4748.917715,3002.12673,76460.27558,6,600
0,2461.053497,3539.415101,64925.98291,4,598
0,3873.220136,1240.953419,50163.39395,5,689
0,4979.959778,4086.031523,80363.61009,5,636
0,3992.953089,5587.809483,79183.96307,4,679
5,4978.152322,20181.34139,71939.91171,6,643
4,6897.125256,27157.40399,117744.2753,5,580
0,5285.225156,3634.367179,75646.32034,4,700
0,2459.007751,1873.962977,45607.54561,3,599
2,3064.61533,6707.446171,52649.19144,4,683
1,6784.675026,9553.386213,103032.4218,6,682
5,2536.548133,11442.74957,37990.83557,3,710
4,4729.294476,21489.17978,78427.63346,3,553
0,4679.728262,678.0957758,67809.57758,2,612
0,4977.405183,5734.194244,80187.86105,3,583
0,4006.245717,5009.248029,78564.20898,6,643
2,3568.398184,13068.7558,81870.28753,5,605
0,3800.574277,3600.62259,57383.2188,5,554
0,3026.581893,4813.136656,57493.07173,3,651
0,2530.48754,2518.620803,37985.47163,5,717
0,3895.269812,4945.140186,59732.50624,4,513
0,2325.838653,496.7659206,42979.93154,2,692
5,4278.794095,17092.49453,57289.69237,4,587
1,6156.123268,10394.90791,119690.5853,7,645
0,2838.70453,4971.699812,56834.29648,4,685
1,5498.655958,12904.58474,113811.6675,7,590
1,7339.894912,13187.57978,115347.8064,5,729
1,3363.349205,8434.627389,64120.4645,6,674
2,3871.471552,7785.426754,61764.49838,7,620
0,2139.727704,3796.836045,35759.85668,2,698
0,5410.244498,2477.749997,86033.13938,5,657
0,5378.526671,3240.252191,82938.7406,7,590
1,3173.914292,4546.234225,47484.2021,6,657
1,4504.946535,7617.872219,73955.3173,5,671
1,6570.843397,9376.098807,92023.76273,3,695
0,5859.650156,1097.188024,94461.77347,5,670
4,4142.761965,16695.52173,67613.96212,1,661
1,4279.362322,9156.030119,70508.55185,5,577
1,3850.789877,5258.365168,52995.18303,6,638
0,6544.081795,6514.213953,84073.32646,4,698
1,6386.483758,10240.97563,92186.37869,4,755
5,4433.412257,18772.06694,68754.99299,4,546
0,1678.998913,899.7033386,41254.97359,5,712
0,3495.18196,2258.945221,46876.58299,3,569
4,2515.370362,8792.533685,46334.40711,7,682
0,3942.737152,6746.646105,80855.88266,4,671
5,3026.356937,17967.54012,67245.52907,3,534
0,2411.940546,990.26157,45885.48523,4,607
1,5064.439259,12298.88126,91705.77779,2,714
1,4706.893227,6977.840513,65568.30172,6,651
5,3547.421471,14248.88226,44962.97584,5,712
0,2351.44653,3676.544576,35154.15279,3,620
0,6219.449205,4959.402605,81289.40913,5,714
1,2551.914085,6348.344259,71510.13825,6,611
2,5073.831231,12047.03089,70940.30308,5,644
3,5764.576057,14235.63544,68378.67161,2,610
4,5110.366497,17368.94454,82580.98659,5,567
0,4624.850354,5567.066019,82464.87215,6,622
5,2095.793835,8447.78254,29768.70946,3,625
0,5919.680527,777.6944344,77769.44344,3,583
4,8179.146525,22940.8752,110810.197,5,692
0,4910.720458,3961.584311,80469.05482,5,675
5,2669.831401,12957.55207,46830.19981,8,669
0,5812.311187,7694.954836,88458.46193,4,739
5,4445.297537,19977.25969,70331.54033,5,678
2,3069.352055,7425.056107,47690.51729,5,616
0,2544.523276,1565.208915,48753.47541,6,635
0,4100.443203,4446.832748,81934.66518,5,632
4,1240.542356,4958.950551,22364.02319,7,670
0,5478.610439,7098.37432,80856.34139,4,591
5,7276.072191,27688.79313,106354.5297,4,726
5,3982.122212,15394.37788,50987.87243,5,527
3,5425.771406,16021.6603,78286.68262,4,584
5,2902.965756,14383.48252,47051.7909,5,565
1,5728.551164,8588.881823,106621.7488,6,542
0,3420.828745,3552.974616,62838.86515,5,751
0,3096.776969,3031.576164,68497.99679,5,607
0,3136.213821,4357.374509,60174.88953,3,583
0,2616.551901,3281.215254,51574.38583,4,706
1,5367.416056,8101.37357,78087.37726,4,709
0,4273.884287,4404.220342,77105.27376,4,619
1,3037.649217,4886.3304,51352.90555,6,656
1,4791.819054,6151.922931,65477.74234,5,656
1,2836.677779,5111.032071,46404.31404,5,743
0,2965.997418,3110.794556,50536.88414,6,679
0,1513.430554,2244.788712,23559.2695,4,643
2,4340.816625,11826.90726,84829.71337,6,660
0,3174.465343,600.7746236,60077.46236,3,698
0,3104.327141,4480.138412,54110.41823,5,622
3,5090.707964,14973.21465,77414.53794,7,748
0,2307.309404,2745.12507,37002.22636,3,568
0,3590.152077,2539.326731,71077.3652,3,610
0,3500.565375,3280.904678,61874.53483,5,532
0,5787.516711,3599.170293,76582.90957,5,555
0,4115.973997,5771.807888,76467.34026,3,631
0,4828.987972,891.0606297,61460.15906,5,645
0,2938.325123,1918.404472,53497.37754,4,676
2,6567.313454,13952.40784,108013.691,6,582
1,1425.795394,1967.951286,23404.70589,5,681
1,2785.3958,5334.194572,53732.22751,6,683
1,4581.01363,10716.1899,75603.12284,4,557
0,1849.556575,2324.825243,41796.39935,4,619
1,4053.788788,7272.770879,69416.77332,6,669
0,3441.536894,4621.510822,77388.24724,5,622
0,5321.761139,4313.335852,100136.3171,7,656
5,3878.321069,22147.66997,71686.80559,3,654
1,5717.455427,8033.567174,95158.62041,6,662
0,4396.871658,4450.291346,68746.37587,3,527
0,6232.348585,9718.049823,84754.34529,2,718
1,1527.037977,3035.981118,23914.81852,2,601
1,5485.843693,9819.734342,72776.80765,3,669
2,10467.73206,20825.28486,130912.3875,5,671
1,3157.090529,6891.771705,97640.29334,7,621
0,3999.970608,1801.989647,92004.60442,5,663
1,5703.994463,7798.963042,107709.9269,6,683
0,4502.734743,1713.244362,79810.54369,6,612
0,4528.924892,4773.460324,60108.47305,3,624
0,3288.901666,1043.09966,50929.37206,2,647
4,3054.480896,12055.58292,56080.55552,6,639
0,5778.073297,4301.086362,80799.93346,3,748
0,3089.200864,5248.759718,49803.44674,3,581
3,3944.591808,15076.75084,69637.23194,5,705
1,1725.286544,3962.613952,42529.18655,7,616
2,4719.600096,12323.70769,85723.72001,3,590
5,6525.318714,30384.93581,100584.7226,3,521
0,4524.447924,5289.277899,71019.9579,5,652
0,5998.673549,9481.976785,89171.19814,3,608
0,4728.874347,5029.439648,64629.77999,2,722
0,1891.912256,4262.655511,60053.30848,6,657
0,4153.877031,3458.747804,74923.03365,3,665
0,5748.910404,6766.809804,89473.10476,4,705
5,5055.241522,26197.91445,79614.00736,3,714
0,3814.131367,793.7420757,62086.93698,3,574
0,5623.643374,5717.1426,79243.73999,3,677
0,4201.157045,2423.206054,72841.58008,5,611
4,6260.132981,22992.41949,105613.2909,6,671
1,2832.459714,5352.14495,60029.40925,5,681
3,3143.389463,11201.3419,68382.63146,9,611
0,2879.32239,3232.701236,55504.37792,7,687
4,5303.260305,21362.82638,79385.79165,1,593
2,3612.204057,11048.84952,66374.02541,5,619
0,4304.397622,5461.241614,72357.68514,4,579
5,3820.317973,20556.49054,65340.00297,2,570
1,7533.081008,7691.079504,89935.63222,4,586
1,5343.824505,9254.010448,87266.75954,5,699
1,5808.264358,9274.103168,86354.98596,6,664
0,4913.62507,5575.521986,60092.08176,4,801
1,2419.588423,7123.958474,61206.2336,4,734
4,3532.793222,13415.88896,57680.31135,4,649
5,6080.41614,21764.08826,82920.58215,3,609
0,4609.46817,5936.530396,74815.35093,4,688
1,2832.856149,5108.538853,54499.9398,6,720
0,3406.535783,6029.492647,67625.26961,5,688
1,5362.085429,6341.930385,78909.35454,5,657
0,4281.356573,733.8093753,73380.93753,7,611
4,4123.898294,18570.72838,69445.08612,3,638
1,4447.717645,8730.482405,80249.2391,5,708
0,2788.541755,5014.621221,83298.98909,5,642
2,2353.567992,7400.185717,53878.78281,6,621
0,4378.785137,6079.058936,79239.90699,4,698
5,5069.924765,27061.74485,87752.8963,4,605
0,3345.272247,658.5711782,60544.33045,7,663
2,5040.857003,7557.952144,84847.55783,7,654
0,4744.620708,6977.710242,86274.57861,4,563
0,3225.414921,1373.760738,79214.19374,5,626
5,5902.970796,24083.86233,86570.66137,3,557
0,5753.791237,5136.914995,98651.8688,2,628
0,3174.014596,856.6910812,67078.83806,5,676
2,3052.368811,7207.927878,55601.83394,8,712
1,5039.707559,6728.047516,73611.18873,6,583
5,6863.977612,33742.51884,108466.6621,6,644
5,3101.142819,22145.00313,77484.67239,6,586
1,2478.230792,7149.703382,58324.23479,5,710
0,4844.569918,6550.220353,81071.25572,5,652
0,5434.412016,2730.241174,78454.49641,4,708
3,5604.402081,14478.84696,73359.74225,4,719
0,3508.542694,3366.833166,59300.41508,8,710
0,2819.014625,3347.854872,37938.09704,0,642
0,5044.942554,4855.125765,71728.4573,5,731
2,2154.241516,4991.842104,39963.33083,6,724
0,6338.319765,5194.010842,75860.32841,3,682
3,3646.613939,10645.18595,56213.93837,6,460
2,3826.677956,10533.29877,80412.90806,6,638
2,4940.688717,14969.32919,92952.17262,5,617
4,3373.950023,12451.9481,54016.38995,5,640
0,4597.262662,5104.52712,75203.51286,5,716
0,3885.381657,6371.889573,61724.55755,2,669
1,3522.603139,8298.133844,89064.78439,5,580
5,4688.762577,19568.89651,80703.48286,8,740
1,3735.565757,7449.939172,63652.0464,6,614
0,5114.121939,1370.453395,79957.97861,3,584
2,2962.697371,6857.301686,65269.91096,8,692
1,3303.184014,8059.270534,69809.01697,6,568
5,6589.112894,30796.40528,86511.61048,4,604
0,5214.343325,7062.745944,108918.4813,4,599
1,3643.306811,6311.05855,68132.19527,7,672
0,2919.040948,2909.941827,62653.73744,7,640
0,5685.084317,1846.670292,78129.80327,4,692
2,4575.240817,13723.10064,77905.68615,3,623
2,2887.668191,8143.456508,58097.21504,7,730
0,5771.317874,4362.190643,105356.2803,6,693
1,4121.086945,8829.15306,78640.24019,8,690
5,1917.392941,10031.04807,32011.63788,5,661
1,3935.51719,6264.355873,60890.52802,5,674
2,6986.67503,11651.19074,110181.7667,5,664
2,4351.542401,8636.017205,60644.19298,4,650
0,3991.169033,4095.42565,59006.98273,2,644
4,3542.45561,13317.78908,61910.36057,6,638
1,3638.090473,7283.648801,72236.54038,6,662
1,5056.251809,7300.368723,74777.93847,6,641
0,3470.01249,2858.613182,62703.98494,3,599
0,3560.422539,3958.639941,57348.93235,7,589
1,3202.659639,6195.493535,66039.63834,5,626
0,4169.201342,1822.116084,73132.9877,3,645
0,4658.332948,2200.945011,60932.29582,3,555
1,1375.772303,2943.263905,28415.32292,5,609
1,4309.120155,8782.805602,97197.68317,7,631
1,3820.854472,10532.26156,83324.37283,5,698
5,5791.212235,27264.12371,102609.1676,5,559
5,3913.167872,16410.06609,62559.10649,2,531
2,5786.00983,14194.85115,95360.88324,5,598
0,2955.884729,2922.809204,46471.17864,4,592
3,5366.319942,13181.23999,69392.92908,4,616
0,3189.405731,3790.776741,74932.44514,4,653
0,6313.585757,922.315129,92231.5129,1,555
1,3381.446885,5795.647839,67510.90698,7,621
2,5428.799268,10161.91358,80983.19831,6,661
0,6038.444332,7560.245238,97711.66737,6,604
1,2616.682306,6319.243694,57419.56365,5,624
5,2716.063301,10953.50734,38317.43978,3,605
0,7508.169377,6869.840265,108554.2366,4,617
1,3658.697821,6782.372549,63720.78118,6,605
0,4288.289789,3218.942708,75866.45738,2,610
2,4847.043445,13006.16315,89007.03303,6,565
1,3826.410724,9036.310531,86161.88948,5,704
5,1939.757385,15151.9886,46065.36756,5,474
1,5407.123276,6023.480958,76002.43297,5,581
1,3422.632046,4762.970024,56747.09259,4,700
5,4290.746462,23007.19972,76738.17445,4,601
0,2458.520478,4395.795938,48192.49803,6,545
1,4855.787136,9192.395334,84339.2534,6,645
0,5243.465408,2104.881228,74981.0861,4,614
1,6707.747104,11961.15349,106562.3085,5,650
0,6664.900305,9376.893717,94852.07233,4,638
0,3802.74952,1606.480528,54278.61318,5,648
0,4113.814455,3012.111345,68973.21,3,602
3,2835.107877,7716.404618,36923.78928,2,582
3,4235.466634,13172.71118,81651.6029,5,619
2,4303.666467,10463.58092,75436.31342,4,660
0,3508.03867,2785.912417,53250.95123,6,765
0,2997.795722,4943.259252,53606.80963,3,657
0,3463.680585,4810.319858,51148.80896,3,669
1,3568.512309,6805.028035,64457.70302,5,639
5,4644.10752,25085.58731,80772.53936,6,637
0,3696.534671,568.7609533,56876.09533,5,655
5,4912.357257,19941.01736,79020.79427,5,589
0,4389.550654,7493.024313,77206.45673,4,724
0,2366.575217,1929.804303,44194.8807,3,606
1,4517.20243,5625.594402,71562.6142,6,588
2,3200.917004,7404.415912,61345.46074,8,633
2,4371.216805,12473.10696,82025.85119,6,702
0,5136.340043,4326.852428,67337.90933,4,709
0,4910.627177,6085.011109,75378.05343,3,635
4,1915.440647,7469.994356,31825.35189,3,569
1,5432.471583,5172.345668,73435.8106,7,640
0,2862.243804,3080.385117,65938.02378,5,617
0,2869.587183,5336.227287,52424.20977,1,667
0,3508.661245,5837.551942,65491.8055,5,575
0,4392.816559,5063.187358,55462.63115,4,679
0,1998.739457,1750.478208,38269.27304,5,685
5,4690.639076,26314.57051,98858.91554,5,602
0,5576.223699,935.2734973,93527.34973,7,710
0,2893.445118,5906.470961,66991.77807,3,633
0,2877.12935,505.7112592,50571.12592,4,699
0,2290.148099,395.8584593,39585.84593,2,651
1,3003.370183,4681.271121,50844.01385,7,620
1,3659.967487,6785.830224,62270.67342,5,639
1,3560.648035,5273.74225,60497.19791,6,563
5,4580.749243,20803.97847,75791.21032,4,649
5,4613.853984,21760.97246,82990.54025,4,605
1,4963.270847,7576.295604,83596.47371,6,667
0,4393.638184,3972.124819,86911.42988,4,617
0,5836.634099,6121.332424,85484.18437,6,645
1,5450.960653,5873.542653,75929.24827,4,578
1,4547.18015,5455.892634,77181.39464,5,666
1,2473.046689,5102.413945,46632.20969,5,644
2,1356.610224,4025.742689,40596.48581,9,657
5,5915.84984,34580.06435,119549.8471,5,661
5,6120.536516,26221.02363,92202.28574,4,556
0,2540.831782,3533.193578,47677.01097,6,652
5,1664.768362,7190.49662,25197.89763,4,560
1,2640.792465,5064.957871,49878.78861,6,566
0,2691.352987,2187.437451,37073.47398,4,677
5,3542.836359,17859.47422,65895.03891,4,650
5,3614.620828,19173.3113,64899.57969,3,672
5,4246.645948,15751.98672,65140.75415,3,591
0,2853.565878,3107.403447,57045.38601,5,675
1,3648.185811,5808.533241,60044.06252,7,660
0,3495.428163,1476.217507,52171.55138,4,647
0,4374.433011,4637.02563,66884.8309,4,663
5,4504.920306,27586.18532,80506.19743,5,597
5,4238.354986,25578.35158,91044.67534,5,689
0,3566.709054,4400.583413,60204.6502,4,831
0,4546.677239,4067.6495,64944.28167,4,659
0,4073.509733,2605.016456,58722.57072,5,628
0,3846.065026,1947.650491,48381.44214,5,658
0,3950.971311,4375.875642,62224.49724,6,724
1,5282.675564,5814.675962,62073.24898,5,637
0,4130.445026,6738.828377,93981.80048,3,586
0,2691.344293,4904.724666,66732.61586,6,628
0,4219.268592,7264.0172,81867.48628,6,693
1,2754.354418,6672.483701,49824.74481,3,663
1,3864.727329,7113.21749,76879.35695,5,721
5,3856.004879,15893.48182,56810.17836,4,473
4,4467.987174,22682.1544,81300.10323,1,619
1,3899.167629,9425.908516,94343.22848,5,611
4,3962.801225,18825.29468,74948.38922,3,578
2,3927.278971,13337.24568,71453.03155,1,622
1,5753.505044,5927.884647,94685.31738,7,602
0,4462.397237,2336.839345,63850.35164,3,589
5,4507.196443,22431.23984,79123.75906,4,573
1,5057.670629,10220.47239,100113.9828,6,539
0,3891.818612,2203.173904,63885.97442,7,693
0,2496.462503,3153.332381,52450.0429,5,742
4,3362.436156,15669.1487,59268.6238,3,501
0,2936.143525,4646.193439,51313.18586,1,471
1,2831.062536,7667.151577,71076.73072,5,660
4,4833.923863,19364.16449,78988.28364,5,687
0,1237.522722,1821.57224,22962.01305,3,578
0,4456.002236,2750.511657,74834.84202,6,582
5,8048.848585,41978.36884,116584.1308,5,513
2,5017.602089,10511.00048,83441.28648,6,708
5,2771.45245,14494.81083,46682.2947,3,585
2,4100.247977,8846.905622,75114.60811,6,706
1,6405.33061,6035.871306,81302.83671,7,640
1,4049.822339,8265.368271,67217.24105,6,645
5,3641.574476,21370.50927,73362.63229,3,691
1,3430.840466,8665.751047,60116.3095,1,664
5,2627.724354,14359.21732,54792.15,5,593
0,3585.838879,4380.870594,66864.54125,5,633
0,4450.585341,3906.044046,81326.82297,6,688
1,4124.191434,9257.451791,76058.96313,3,551
5,3436.562865,14786.18273,52077.27617,4,566
0,3922.256836,3642.200556,80504.16913,5,665
2,3056.005959,8496.600307,76750.28031,8,606
1,5985.298829,7479.876791,78856.77201,6,581
0,3379.341717,2965.486006,52066.82266,3,621
0,3446.703918,4082.974682,72707.71016,5,694
1,3073.429983,4844.200088,49030.46154,5,693
5,2156.0685,8100.824957,28971.68063,3,490
1,2319.709107,9060.300386,70536.05508,7,732
0,4184.784749,553.9095527,55390.95527,5,690
2,3139.928723,8775.805333,57627.40818,4,634
0,7598.35776,5667.183081,119103.1304,3,645
0,4583.47265,733.5623359,73356.23359,5,687
3,4201.989815,10714.60115,60911.00277,4,614
4,2645.091371,13875.66269,66889.76759,7,724
0,3963.434859,5525.64721,81102.18414,5,579
4,4124.109819,16398.30522,68213.56958,4,495
4,2828.626419,12902.92986,50941.42571,1,491
1,3150.989102,5471.957211,58937.60381,8,631
0,3789.303192,7498.883291,66556.91298,4,710
2,2094.228623,5862.219231,33621.69827,5,769
1,3652.053773,5209.263029,55808.41383,6,615
0,2382.222327,3570.585473,46863.03109,4,628
2,2228.164899,7430.4677,61714.77493,8,669
0,3019.475375,446.3892355,44638.92355,3,603
2,4162.703338,12185.19344,93520.18342,9,610
0,2852.449599,5032.469818,53317.56155,4,649
